n,mde_r,grid,judge_at_r,at_mde_rate,min_hits_required,pass_,smallest_detected,reason,instrument,release,n_matrix
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.72,17,True,0.507,detection at its MDE (0.406) is 72% — consistent with the nominal 80% power,NQ,Nonfarm Payrolls Private,126
53,0.5900919933378066,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.59, 0.738]",0.738,1.0,17,True,0.738,detection at its MDE (0.590) is 100% — consistent with the nominal 80% power,NQ,PCE Price Index MoM,54
49,0.6085799284185589,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.609, 0.761]",0.609,0.92,17,True,0.609,detection at its MDE (0.609) is 92% — consistent with the nominal 80% power,NQ,PCE Price Index YoY,50
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,1.0,17,True,0.4,detection at its MDE (0.407) is 100% — consistent with the nominal 80% power,NQ,PPI MoM,126
125,0.4085934230131286,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.409, 0.511]",0.409,0.8,17,True,0.4,detection at its MDE (0.409) is 80% — consistent with the nominal 80% power,NQ,PPI YoY,125
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.6,17,False,0.507,detection at its MDE is only 60% (<17/25) — significantly BELOW nominal power,NQ,Pending Home Sales MoM,127
109,0.4345723757557835,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.435, 0.543]",0.435,0.84,17,True,0.435,detection at its MDE (0.435) is 84% — consistent with the nominal 80% power,NQ,Personal Income MoM,111
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,1.0,17,True,0.513,detection at its MDE (0.410) is 100% — consistent with the nominal 80% power,NQ,Personal Spending MoM,126
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.72,17,True,0.507,detection at its MDE (0.406) is 72% — consistent with the nominal 80% power,NQ,Philadelphia Fed Manufacturing Index,127
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,1.0,17,True,0.509,detection at its MDE (0.407) is 100% — consistent with the nominal 80% power,NQ,Retail Sales Ex Autos MoM,127
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,1.0,17,True,0.4,detection at its MDE (0.407) is 100% — consistent with the nominal 80% power,NQ,Retail Sales MoM,127
87,0.4799656186678168,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.48, 0.6]",0.48,0.72,17,True,0.6,detection at its MDE (0.480) is 72% — consistent with the nominal 80% power,NQ,Richmond Fed Manufacturing Index,87
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.84,17,True,0.4,detection at its MDE (0.406) is 84% — consistent with the nominal 80% power,NQ,S&P/Case-Shiller Home Price YoY,127
60,0.561365383042495,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.561, 0.702]",0.702,1.0,17,True,0.702,detection at its MDE (0.561) is 100% — consistent with the nominal 80% power,NQ,Total Vehicle Sales,67
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.76,17,True,0.4,detection at its MDE (0.406) is 76% — consistent with the nominal 80% power,NQ,Unemployment Rate,126
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.8,17,True,0.4,detection at its MDE (0.406) is 80% — consistent with the nominal 80% power,NQ,Wholesale Inventories MoM,127
65,0.5432034742215733,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.543, 0.679]",0.679,1.0,17,True,0.679,detection at its MDE (0.543) is 100% — consistent with the nominal 80% power,NQ,Wholesale Inventories MoM Adv,65
89,0.47524438558718884,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.475, 0.594]",0.594,1.0,17,True,0.475,detection at its MDE (0.475) is 100% — consistent with the nominal 80% power,RTY,ADP Employment Change,89
275,0.28269380220141466,"[0.05, 0.1, 0.15, 0.2, 0.283, 0.3, 0.353, 0.4]",0.283,0.84,17,True,0.283,detection at its MDE (0.283) is 84% — consistent with the nominal 80% power,RTY,API Crude Oil Stock Change,277
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.92,17,True,0.471,detection at its MDE (0.471) is 92% — consistent with the nominal 80% power,RTY,Average Hourly Earnings MoM,90
90,0.47293508151070324,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.473, 0.591]",0.473,0.76,17,True,0.591,detection at its MDE (0.473) is 76% — consistent with the nominal 80% power,RTY,Average Hourly Earnings YoY,89
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.76,17,True,0.588,detection at its MDE (0.471) is 76% — consistent with the nominal 80% power,RTY,Average Weekly Hours,90
92,0.4684150728572181,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.468, 0.586]",0.586,1.0,17,True,0.586,detection at its MDE (0.468) is 100% — consistent with the nominal 80% power,RTY,Balance of Trade,92
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.76,17,True,0.588,detection at its MDE (0.471) is 76% — consistent with the nominal 80% power,RTY,Business Inventories MoM,91
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.84,17,True,0.471,detection at its MDE (0.471) is 84% — consistent with the nominal 80% power,RTY,CB Consumer Confidence,91
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.88,17,True,0.478,detection at its MDE (0.478) is 88% — consistent with the nominal 80% power,RTY,CB Leading Index MoM,89
62,0.5538875788154687,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.554, 0.692]",0.554,0.72,17,True,0.692,detection at its MDE (0.554) is 72% — consistent with the nominal 80% power,RTY,CPI,62
89,0.47524438558718884,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.475, 0.594]",0.594,1.0,17,True,0.475,detection at its MDE (0.475) is 100% — consistent with the nominal 80% power,RTY,Capacity Utilization,90
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.68,17,True,0.588,detection at its MDE (0.471) is 68% — consistent with the nominal 80% power,RTY,Chicago PMI,91
89,0.47524438558718884,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.475, 0.594]",0.594,1.0,17,True,0.594,detection at its MDE (0.475) is 100% — consistent with the nominal 80% power,RTY,Construction Spending MoM,89
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.64,17,False,0.588,detection at its MDE is only 64% (<17/25) — significantly BELOW nominal power,RTY,Consumer Credit Change,91
377,0.24287855360836444,"[0.05, 0.1, 0.15, 0.2, 0.243, 0.3, 0.304, 0.4]",0.243,0.76,17,True,0.3,detection at its MDE (0.243) is 76% — consistent with the nominal 80% power,RTY,Continuing Jobless Claims,377
87,0.4799656186678168,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.48, 0.6]",0.48,0.84,17,True,0.48,detection at its MDE (0.480) is 84% — consistent with the nominal 80% power,RTY,Core Inflation Rate MoM,88
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.96,17,True,0.478,detection at its MDE (0.478) is 96% — consistent with the nominal 80% power,RTY,Core Inflation Rate YoY,89
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.92,17,True,0.478,detection at its MDE (0.478) is 92% — consistent with the nominal 80% power,RTY,Core PCE Price Index MoM,89
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.72,17,True,0.597,detection at its MDE (0.478) is 72% — consistent with the nominal 80% power,RTY,Core PCE Price Index YoY,89
90,0.47293508151070324,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.473, 0.591]",0.473,0.84,17,True,0.473,detection at its MDE (0.473) is 84% — consistent with the nominal 80% power,RTY,Core PPI MoM,90
90,0.47293508151070324,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.473, 0.591]",0.473,0.84,17,True,0.473,detection at its MDE (0.473) is 84% — consistent with the nominal 80% power,RTY,Core PPI YoY,90
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.8,17,True,0.471,detection at its MDE (0.471) is 80% — consistent with the nominal 80% power,RTY,Durable Goods Orders Ex Transp MoM,91
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.88,17,True,0.471,detection at its MDE (0.471) is 88% — consistent with the nominal 80% power,RTY,Durable Goods Orders MoM,91
394,0.23774566376358705,"[0.05, 0.1, 0.15, 0.2, 0.238, 0.297, 0.3, 0.4]",0.238,0.92,17,True,0.238,detection at its MDE (0.238) is 92% — consistent with the nominal 80% power,RTY,EIA Crude Oil Stocks Change,395
333,0.25788004564153333,"[0.05, 0.1, 0.15, 0.2, 0.258, 0.3, 0.322, 0.4]",0.258,0.72,17,True,0.3,detection at its MDE (0.258) is 72% — consistent with the nominal 80% power,RTY,EIA Distillate Stocks Change,334
388,0.23951992539794434,"[0.05, 0.1, 0.15, 0.2, 0.24, 0.299, 0.3, 0.4]",0.24,0.84,17,True,0.24,detection at its MDE (0.240) is 84% — consistent with the nominal 80% power,RTY,EIA Gasoline Stocks Change,389
393,0.2380386379174345,"[0.05, 0.1, 0.15, 0.2, 0.238, 0.298, 0.3, 0.4]",0.298,0.96,17,True,0.238,detection at its MDE (0.238) is 96% — consistent with the nominal 80% power,RTY,EIA Natural Gas Stocks Change,393
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.92,17,True,0.471,detection at its MDE (0.471) is 92% — consistent with the nominal 80% power,RTY,Existing Home Sales,91
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.76,17,True,0.597,detection at its MDE (0.478) is 76% — consistent with the nominal 80% power,RTY,Export Prices MoM,88
92,0.4684150728572181,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.468, 0.586]",0.586,1.0,17,True,0.468,detection at its MDE (0.468) is 100% — consistent with the nominal 80% power,RTY,Factory Orders MoM,92
60,0.561365383042495,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.561, 0.702]",0.702,1.0,17,True,0.561,detection at its MDE (0.561) is 100% — consistent with the nominal 80% power,RTY,Fed Interest Rate Decision,60
49,0.6085799284185589,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.609, 0.761]",0.609,0.76,17,True,0.761,detection at its MDE (0.609) is 76% — consistent with the nominal 80% power,RTY,House Price Index MoM,49
86,0.4823792407009596,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.482, 0.603]",0.603,1.0,17,True,0.482,detection at its MDE (0.482) is 100% — consistent with the nominal 80% power,RTY,Housing Starts,88
92,0.4684150728572181,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.468, 0.586]",0.586,1.0,17,True,0.468,detection at its MDE (0.468) is 100% — consistent with the nominal 80% power,RTY,ISM Manufacturing PMI,92
89,0.47524438558718884,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.475, 0.594]",0.594,1.0,17,True,0.475,detection at its MDE (0.475) is 100% — consistent with the nominal 80% power,RTY,ISM Manufacturing Prices,89
51,0.5991268968477018,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.599, 0.749]",0.749,1.0,17,True,0.749,detection at its MDE (0.599) is 100% — consistent with the nominal 80% power,RTY,ISM Non-Manufacturing PMI,51
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.84,17,True,0.478,detection at its MDE (0.478) is 84% — consistent with the nominal 80% power,RTY,Import Prices MoM,88
89,0.47524438558718884,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.475, 0.594]",0.594,1.0,17,True,0.475,detection at its MDE (0.475) is 100% — consistent with the nominal 80% power,RTY,Industrial Production MoM,90
87,0.4799656186678168,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.48, 0.6]",0.48,0.76,17,True,0.6,detection at its MDE (0.480) is 76% — consistent with the nominal 80% power,RTY,Inflation Rate MoM,88
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.76,17,True,0.597,detection at its MDE (0.478) is 76% — consistent with the nominal 80% power,RTY,Inflation Rate YoY,89
391,0.23862784924146196,"[0.05, 0.1, 0.15, 0.2, 0.239, 0.298, 0.3, 0.4]",0.239,0.8,17,True,0.239,detection at its MDE (0.239) is 80% — consistent with the nominal 80% power,RTY,Initial Jobless Claims,392
89,0.47524438558718884,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.475, 0.594]",0.594,1.0,17,True,0.475,detection at its MDE (0.475) is 100% — consistent with the nominal 80% power,RTY,JOLTs Job Openings,89
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.76,17,True,0.588,detection at its MDE (0.471) is 76% — consistent with the nominal 80% power,RTY,Manufacturing Payrolls,90
87,0.4799656186678168,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.48, 0.6]",0.48,0.92,17,True,0.48,detection at its MDE (0.480) is 92% — consistent with the nominal 80% power,RTY,Manufacturing Production MoM,88
52,0.5945590651599607,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.595, 0.743]",0.595,0.6,17,False,0.743,detection at its MDE is only 60% (<17/25) — significantly BELOW nominal power,RTY,Michigan Consumer Expectations Final,52
78,0.5030844616545049,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.503, 0.629]",0.629,1.0,17,True,0.629,detection at its MDE (0.503) is 100% — consistent with the nominal 80% power,RTY,Michigan Consumer Expectations Prel,78
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.76,17,True,0.588,detection at its MDE (0.471) is 76% — consistent with the nominal 80% power,RTY,Michigan Consumer Sentiment Final,91
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.88,17,True,0.471,detection at its MDE (0.471) is 88% — consistent with the nominal 80% power,RTY,Michigan Consumer Sentiment Prel,91
54,0.5857221316794382,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.586, 0.732]",0.586,0.8,17,True,0.586,detection at its MDE (0.586) is 80% — consistent with the nominal 80% power,RTY,Michigan Current Conditions Final,54
79,0.500350983813214,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.5, 0.625]",0.625,1.0,17,True,0.5,detection at its MDE (0.500) is 100% — consistent with the nominal 80% power,RTY,Michigan Current Conditions Prel,79
87,0.4799656186678168,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.48, 0.6]",0.48,0.84,17,True,0.48,detection at its MDE (0.480) is 84% — consistent with the nominal 80% power,RTY,Monthly Budget Statement,88
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.84,17,True,0.471,detection at its MDE (0.471) is 84% — consistent with the nominal 80% power,RTY,NAHB Housing Market Index,91
57,0.5731627453072042,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.573, 0.716]",0.716,1.0,17,True,0.573,detection at its MDE (0.573) is 100% — consistent with the nominal 80% power,RTY,NFIB Business Optimism Index,57
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.84,17,True,0.478,detection at its MDE (0.478) is 84% — consistent with the nominal 80% power,RTY,NY Empire State Manufacturing Index,91
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.76,17,True,0.597,detection at its MDE (0.478) is 76% — consistent with the nominal 80% power,RTY,New Home Sales,88
52,0.5945590651599607,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.595, 0.743]",0.595,0.68,17,True,0.743,detection at its MDE (0.595) is 68% — consistent with the nominal 80% power,RTY,Non Defense Goods Orders Ex Air,52
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.96,17,True,0.471,detection at its MDE (0.471) is 96% — consistent with the nominal 80% power,RTY,Non Farm Payrolls,90
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.92,17,True,0.471,detection at its MDE (0.471) is 92% — consistent with the nominal 80% power,RTY,Nonfarm Payrolls Private,90
90,0.47293508151070324,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.473, 0.591]",0.473,0.8,17,True,0.473,detection at its MDE (0.473) is 80% — consistent with the nominal 80% power,RTY,PPI MoM,90
90,0.47293508151070324,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.473, 0.591]",0.473,0.88,17,True,0.473,detection at its MDE (0.473) is 88% — consistent with the nominal 80% power,RTY,PPI YoY,90
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.76,17,True,0.588,detection at its MDE (0.471) is 76% — consistent with the nominal 80% power,RTY,Pending Home Sales MoM,91
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.8,17,True,0.478,detection at its MDE (0.478) is 80% — consistent with the nominal 80% power,RTY,Personal Income MoM,90
88,0.4775876205624139,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.478, 0.597]",0.478,0.92,17,True,0.478,detection at its MDE (0.478) is 92% — consistent with the nominal 80% power,RTY,Personal Spending MoM,90
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.72,17,True,0.588,detection at its MDE (0.471) is 72% — consistent with the nominal 80% power,RTY,Philadelphia Fed Manufacturing Index,91
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.8,17,True,0.471,detection at its MDE (0.471) is 80% — consistent with the nominal 80% power,RTY,Retail Sales Ex Autos MoM,91
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.64,17,False,0.588,detection at its MDE is only 64% (<17/25) — significantly BELOW nominal power,RTY,Retail Sales MoM,91
51,0.5991268968477018,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.599, 0.749]",0.749,1.0,17,True,0.599,detection at its MDE (0.599) is 100% — consistent with the nominal 80% power,RTY,Richmond Fed Manufacturing Index,51
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.88,17,True,0.471,detection at its MDE (0.471) is 88% — consistent with the nominal 80% power,RTY,S&P/Case-Shiller Home Price YoY,91
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.72,17,True,0.588,detection at its MDE (0.471) is 72% — consistent with the nominal 80% power,RTY,Unemployment Rate,90
91,0.4706589034741207,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.471, 0.588]",0.471,0.8,17,True,0.471,detection at its MDE (0.471) is 80% — consistent with the nominal 80% power,RTY,Wholesale Inventories MoM,91
125,0.4085934230131286,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.409, 0.511]",0.409,0.76,17,True,0.511,detection at its MDE (0.409) is 76% — consistent with the nominal 80% power,SI,ADP Employment Change,125
286,0.2774373861772326,"[0.05, 0.1, 0.15, 0.2, 0.277, 0.3, 0.347, 0.4]",0.3,0.88,17,True,0.277,detection at its MDE (0.277) is 88% — consistent with the nominal 80% power,SI,API Crude Oil Stock Change,288
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,0.96,17,True,0.513,detection at its MDE (0.410) is 96% — consistent with the nominal 80% power,SI,Average Hourly Earnings MoM,126
104,0.4437602858410957,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.444, 0.555]",0.444,0.8,17,True,0.444,detection at its MDE (0.444) is 80% — consistent with the nominal 80% power,SI,Average Hourly Earnings YoY,106
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,1.0,17,True,0.41,detection at its MDE (0.410) is 100% — consistent with the nominal 80% power,SI,Average Weekly Hours,126
128,0.4042200102428221,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.404, 0.505]",0.505,1.0,17,True,0.4,detection at its MDE (0.404) is 100% — consistent with the nominal 80% power,SI,Balance of Trade,128
81,0.49501400145984564,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.495, 0.619]",0.619,1.0,17,True,0.495,detection at its MDE (0.495) is 100% — consistent with the nominal 80% power,SI,Building Permits,82
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,1.0,17,True,0.4,detection at its MDE (0.407) is 100% — consistent with the nominal 80% power,SI,Business Inventories MoM,127
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.76,17,True,0.507,detection at its MDE (0.406) is 76% — consistent with the nominal 80% power,SI,CB Consumer Confidence,127
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,1.0,17,True,0.4,detection at its MDE (0.410) is 100% — consistent with the nominal 80% power,SI,CB Leading Index MoM,125
62,0.5538875788154687,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.554, 0.692]",0.554,0.92,17,True,0.554,detection at its MDE (0.554) is 92% — consistent with the nominal 80% power,SI,CPI,62
125,0.4085934230131286,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.409, 0.511]",0.409,0.84,17,True,0.4,detection at its MDE (0.409) is 84% — consistent with the nominal 80% power,SI,Capacity Utilization,126
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,1.0,17,True,0.4,detection at its MDE (0.407) is 100% — consistent with the nominal 80% power,SI,Chicago PMI,127
125,0.4085934230131286,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.409, 0.511]",0.409,0.92,17,True,0.4,detection at its MDE (0.409) is 92% — consistent with the nominal 80% power,SI,Construction Spending MoM,125
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.88,17,True,0.406,detection at its MDE (0.406) is 88% — consistent with the nominal 80% power,SI,Consumer Credit Change,127
531,0.20560764108408877,"[0.05, 0.1, 0.15, 0.2, 0.206, 0.257, 0.3, 0.4]",0.206,0.76,17,True,0.257,detection at its MDE (0.206) is 76% — consistent with the nominal 80% power,SI,Continuing Jobless Claims,531
122,0.4131114414473481,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.413, 0.516]",0.516,1.0,17,True,0.4,detection at its MDE (0.413) is 100% — consistent with the nominal 80% power,SI,Core Inflation Rate MoM,124
123,0.4115888797617477,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.412, 0.514]",0.412,0.68,17,True,0.514,detection at its MDE (0.412) is 68% — consistent with the nominal 80% power,SI,Core Inflation Rate YoY,125
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,1.0,17,True,0.513,detection at its MDE (0.410) is 100% — consistent with the nominal 80% power,SI,Core PCE Price Index MoM,125
115,0.42426265442766153,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.424, 0.53]",0.53,1.0,17,True,0.53,detection at its MDE (0.424) is 100% — consistent with the nominal 80% power,SI,Core PCE Price Index YoY,116
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,0.96,17,True,0.509,detection at its MDE (0.407) is 96% — consistent with the nominal 80% power,SI,Core PPI MoM,126
125,0.4085934230131286,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.409, 0.511]",0.409,0.76,17,True,0.4,detection at its MDE (0.409) is 76% — consistent with the nominal 80% power,SI,Core PPI YoY,125
126,0.40711993474820624,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.407, 0.509]",0.509,0.96,17,True,0.407,detection at its MDE (0.407) is 96% — consistent with the nominal 80% power,SI,Durable Goods Orders Ex Transp MoM,126
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.72,17,True,0.507,detection at its MDE (0.406) is 72% — consistent with the nominal 80% power,SI,Durable Goods Orders MoM,127
548,0.20246528041501022,"[0.05, 0.1, 0.15, 0.2, 0.202, 0.253, 0.3, 0.4]",0.253,0.92,17,True,0.2,detection at its MDE (0.202) is 92% — consistent with the nominal 80% power,SI,EIA Crude Oil Stocks Change,549
333,0.25788004564153333,"[0.05, 0.1, 0.15, 0.2, 0.258, 0.3, 0.322, 0.4]",0.258,0.76,17,True,0.3,detection at its MDE (0.258) is 76% — consistent with the nominal 80% power,SI,EIA Distillate Stocks Change,334
540,0.20392597012249197,"[0.05, 0.1, 0.15, 0.2, 0.204, 0.255, 0.3, 0.4]",0.204,0.8,17,True,0.204,detection at its MDE (0.204) is 80% — consistent with the nominal 80% power,SI,EIA Gasoline Stocks Change,541
540,0.20392597012249197,"[0.05, 0.1, 0.15, 0.2, 0.204, 0.255, 0.3, 0.4]",0.204,0.84,17,True,0.2,detection at its MDE (0.204) is 84% — consistent with the nominal 80% power,SI,EIA Natural Gas Stocks Change,540
127,0.40566222334560903,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.406, 0.507]",0.406,0.68,17,True,0.507,detection at its MDE (0.406) is 68% — consistent with the nominal 80% power,SI,Existing Home Sales,127
72,0.5204726554299641,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.52, 0.651]",0.651,1.0,17,True,0.52,detection at its MDE (0.520) is 100% — consistent with the nominal 80% power,SI,Existing Home Sales MoM,72
124,0.4100829737335035,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.41, 0.513]",0.513,0.96,17,True,0.4,detection at its MDE (0.410) is 96% — consistent with the nominal 80% power,SI,Export Prices MoM,124
128,0.4042200102428221,"[0.05, 0.1, 0.15, 0.2, 0.3, 0.4, 0.404, 0.505]",0.505,1.0,17,True,0.404,detection at its MDE (0.404) is 100% — consistent with the nominal 80% power,SI,Factory Orders MoM,128
